speed,object_distance,visibility,weather,sensor_delay,road_condition,result,stopping_distance,margin,effective_deceleration
60,5,Good,Rain,0.05,Dry,FAIL,28.456790123456795,-23.456790123456795,7.2
60,5,Good,Rain,0.05,Wet,FAIL,31.860929557007992,-26.860929557007992,6.12
60,5,Good,Rain,0.05,Slippery,FAIL,36.723985890652564,-31.723985890652564,5.04
60,5,Good,Rain,0.1,Dry,FAIL,29.290123456790127,-24.290123456790127,7.2
60,5,Good,Rain,0.1,Wet,FAIL,32.69426289034132,-27.69426289034132,6.12
60,5,Good,Rain,0.1,Slippery,FAIL,37.5573192239859,-32.5573192239859,5.04
60,5,Good,Rain,0.15,Dry,FAIL,30.123456790123463,-25.123456790123463,7.2
60,5,Good,Rain,0.15,Wet,FAIL,33.52759622367466,-28.527596223674657,6.12
60,5,Good,Rain,0.15,Slippery,FAIL,38.39065255731923,-33.39065255731923,5.04
60,5,Good,Rain,0.25,Dry,FAIL,31.790123456790127,-26.790123456790127,7.2
60,5,Good,Rain,0.25,Wet,FAIL,35.19426289034132,-30.19426289034132,6.12
60,5,Good,Rain,0.25,Slippery,FAIL,40.0573192239859,-35.0573192239859,5.04
60,5,Good,Fog,0,Dry,FAIL,28.758169934640527,-23.758169934640527,6.8
60,5,Good,Fog,0,Wet,FAIL,32.362552864282975,-27.362552864282975,5.779999999999999
60,5,Good,Fog,0,Slippery,FAIL,37.51167133520075,-32.51167133520075,4.76
60,5,Good,Fog,0.05,Dry,FAIL,29.591503267973863,-24.591503267973863,6.8
60,5,Good,Fog,0.05,Wet,FAIL,33.19588619761631,-28.19588619761631,5.779999999999999
60,5,Good,Fog,0.05,Slippery,FAIL,38.34500466853409,-33.34500466853409,4.76
60,5,Good,Fog,0.1,Dry,FAIL,30.424836601307195,-25.424836601307195,6.8
60,5,Good,Fog,0.1,Wet,FAIL,34.029219530949646,-29.029219530949646,5.779999999999999
60,5,Good,Fog,0.1,Slippery,FAIL,39.17833800186742,-34.17833800186742,4.76
60,5,Good,Fog,0.15,Dry,FAIL,31.258169934640527,-26.258169934640527,6.8
60,5,Good,Fog,0.15,Wet,FAIL,34.862552864282975,-29.862552864282975,5.779999999999999
60,5,Good,Fog,0.15,Slippery,FAIL,40.01167133520075,-35.01167133520075,4.76
60,5,Good,Fog,0.25,Dry,FAIL,32.92483660130719,-27.92483660130719,6.8
60,5,Good,Fog,0.25,Wet,FAIL,36.529219530949646,-31.529219530949646,5.779999999999999
60,5,Good,Fog,0.25,Slippery,FAIL,41.67833800186742,-36.67833800186742,4.76
60,5,Moderate,Clear,0,Dry,FAIL,27.361111111111114,-22.361111111111114,8.0
60,5,Moderate,Clear,0,Wet,FAIL,30.424836601307195,-25.424836601307195,6.8
60,5,Moderate,Clear,0,Slippery,FAIL,34.801587301587304,-29.801587301587304,5.6
60,5,Moderate,Clear,0.05,Dry,FAIL,28.19444444444445,-23.19444444444445,8.0
60,5,Moderate,Clear,0.05,Wet,FAIL,31.258169934640527,-26.258169934640527,6.8
60,5,Moderate,Clear,0.05,Slippery,FAIL,35.63492063492064,-30.63492063492064,5.6
60,5,Moderate,Clear,0.1,Dry,FAIL,29.02777777777778,-24.02777777777778,8.0
60,5,Moderate,Clear,0.1,Wet,FAIL,32.09150326797386,-27.091503267973863,6.8
60,5,Moderate,Clear,0.1,Slippery,FAIL,36.468253968253975,-31.468253968253975,5.6
60,5,Moderate,Clear,0.15,Dry,FAIL,29.861111111111114,-24.861111111111114,8.0
60,5,Moderate,Clear,0.15,Wet,FAIL,32.92483660130719,-27.92483660130719,6.8
60,5,Moderate,Clear,0.15,Slippery,FAIL,37.301587301587304,-32.301587301587304,5.6
60,5,Moderate,Clear,0.25,Dry,FAIL,31.527777777777782,-26.527777777777782,8.0
60,5,Moderate,Clear,0.25,Wet,FAIL,34.59150326797386,-29.591503267973863,6.8
60,5,Moderate,Clear,0.25,Slippery,FAIL,38.968253968253975,-33.968253968253975,5.6
60,5,Moderate,Rain,0,Dry,FAIL,29.290123456790127,-24.290123456790127,7.2
60,5,Moderate,Rain,0,Wet,FAIL,32.69426289034132,-27.69426289034132,6.12
60,5,Moderate,Rain,0,Slippery,FAIL,37.5573192239859,-32.5573192239859,5.04
60,5,Moderate,Rain,0.05,Dry,FAIL,30.123456790123463,-25.123456790123463,7.2
60,5,Moderate,Rain,0.05,Wet,FAIL,33.52759622367466,-28.527596223674657,6.12
60,5,Moderate,Rain,0.05,Slippery,FAIL,38.39065255731923,-33.39065255731923,5.04
60,5,Moderate,Rain,0.1,Dry,FAIL,30.95679012345679,-25.95679012345679,7.2
60,5,Moderate,Rain,0.1,Wet,FAIL,34.36092955700799,-29.360929557007992,6.12
60,5,Moderate,Rain,0.1,Slippery,FAIL,39.223985890652564,-34.223985890652564,5.04
60,5,Moderate,Rain,0.15,Dry,FAIL,31.790123456790127,-26.790123456790127,7.2
60,5,Moderate,Rain,0.15,Wet,FAIL,35.19426289034132,-30.19426289034132,6.12
60,5,Moderate,Rain,0.15,Slippery,FAIL,40.0573192239859,-35.0573192239859,5.04
60,5,Moderate,Rain,0.25,Dry,FAIL,33.4567901234568,-28.4567901234568,7.2
60,5,Moderate,Rain,0.25,Wet,FAIL,36.86092955700799,-31.860929557007992,6.12
60,5,Moderate,Rain,0.25,Slippery,FAIL,41.723985890652564,-36.723985890652564,5.04
60,5,Moderate,Fog,0,Dry,FAIL,30.424836601307195,-25.424836601307195,6.8
60,5,Moderate,Fog,0,Wet,FAIL,34.029219530949646,-29.029219530949646,5.779999999999999
60,5,Moderate,Fog,0,Slippery,FAIL,39.17833800186742,-34.17833800186742,4.76
60,5,Moderate,Fog,0.05,Dry,FAIL,31.258169934640527,-26.258169934640527,6.8
60,5,Moderate,Fog,0.05,Wet,FAIL,34.862552864282975,-29.862552864282975,5.779999999999999
60,5,Moderate,Fog,0.05,Slippery,FAIL,40.01167133520075,-35.01167133520075,4.76
60,5,Moderate,Fog,0.1,Dry,FAIL,32.09150326797386,-27.091503267973863,6.8
60,5,Moderate,Fog,0.1,Wet,FAIL,35.69588619761631,-30.69588619761631,5.779999999999999
60,5,Moderate,Fog,0.1,Slippery,FAIL,40.84500466853409,-35.84500466853409,4.76
60,5,Moderate,Fog,0.15,Dry,FAIL,32.92483660130719,-27.92483660130719,6.8
60,5,Moderate,Fog,0.15,Wet,FAIL,36.529219530949646,-31.529219530949646,5.779999999999999
60,5,Moderate,Fog,0.15,Slippery,FAIL,41.67833800186742,-36.67833800186742,4.76
60,5,Moderate,Fog,0.25,Dry,FAIL,34.59150326797386,-29.591503267973863,6.8
60,5,Moderate,Fog,0.25,Wet,FAIL,38.19588619761631,-33.19588619761631,5.779999999999999
60,5,Moderate,Fog,0.25,Slippery,FAIL,43.34500466853409,-38.34500466853409,4.76
60,5,Poor,Clear,0,Dry,FAIL,29.02777777777778,-24.02777777777778,8.0
60,5,Poor,Clear,0,Wet,FAIL,32.09150326797386,-27.091503267973863,6.8
60,5,Poor,Clear,0,Slippery,FAIL,36.468253968253975,-31.468253968253975,5.6
60,5,Poor,Clear,0.05,Dry,FAIL,29.861111111111114,-24.861111111111114,8.0
60,5,Poor,Clear,0.05,Wet,FAIL,32.92483660130719,-27.92483660130719,6.8
60,5,Poor,Clear,0.05,Slippery,FAIL,37.301587301587304,-32.301587301587304,5.6
60,5,Poor,Clear,0.1,Dry,FAIL,30.69444444444445,-25.69444444444445,8.0
60,5,Poor,Clear,0.1,Wet,FAIL,33.758169934640534,-28.758169934640534,6.8
60,5,Poor,Clear,0.1,Slippery,FAIL,38.13492063492065,-33.13492063492065,5.6
60,5,Poor,Clear,0.15,Dry,FAIL,31.527777777777786,-26.527777777777786,8.0
60,5,Poor,Clear,0.15,Wet,FAIL,34.59150326797386,-29.591503267973863,6.8
60,5,Poor,Clear,0.15,Slippery,FAIL,38.968253968253975,-33.968253968253975,5.6
60,5,Poor,Clear,0.25,Dry,FAIL,33.19444444444445,-28.19444444444445,8.0
60,5,Poor,Clear,0.25,Wet,FAIL,36.25816993464053,-31.258169934640527,6.8
60,5,Poor,Clear,0.25,Slippery,FAIL,40.63492063492064,-35.63492063492064,5.6
60,5,Poor,Rain,0,Dry,FAIL,30.95679012345679,-25.95679012345679,7.2
60,5,Poor,Rain,0,Wet,FAIL,34.36092955700799,-29.360929557007992,6.12
60,5,Poor,Rain,0,Slippery,FAIL,39.223985890652564,-34.223985890652564,5.04
60,5,Poor,Rain,0.05,Dry,FAIL,31.790123456790127,-26.790123456790127,7.2
60,5,Poor,Rain,0.05,Wet,FAIL,35.19426289034132,-30.19426289034132,6.12
60,5,Poor,Rain,0.05,Slippery,FAIL,40.0573192239859,-35.0573192239859,5.04
60,5,Poor,Rain,0.1,Dry,FAIL,32.62345679012346,-27.623456790123463,7.2
60,5,Poor,Rain,0.1,Wet,FAIL,36.027596223674664,-31.027596223674664,6.12
60,5,Poor,Rain,0.1,Slippery,FAIL,40.89065255731923,-35.89065255731923,5.04
60,5,Poor,Rain,0.15,Dry,FAIL,33.4567901234568,-28.4567901234568,7.2
60,5,Poor,Rain,0.15,Wet,FAIL,36.86092955700799,-31.860929557007992,6.12
60,5,Poor,Rain,0.15,Slippery,FAIL,41.723985890652564,-36.723985890652564,5.04
60,5,Poor,Rain,0.25,Dry,FAIL,35.12345679012346,-30.123456790123463,7.2
60,5,Poor,Rain,0.25,Wet,FAIL,38.52759622367466,-33.52759622367466,6.12
60,5,Poor,Rain,0.25,Slippery,FAIL,43.39065255731923,-38.39065255731923,5.04
60,5,Poor,Fog,0,Dry,FAIL,32.09150326797386,-27.091503267973863,6.8
60,5,Poor,Fog,0,Wet,FAIL,35.69588619761631,-30.69588619761631,5.779999999999999
60,5,Poor,Fog,0,Slippery,FAIL,40.84500466853409,-35.84500466853409,4.76
60,5,Poor,Fog,0.05,Dry,FAIL,32.92483660130719,-27.92483660130719,6.8
60,5,Poor,Fog,0.05,Wet,FAIL,36.529219530949646,-31.529219530949646,5.779999999999999
60,5,Poor,Fog,0.05,Slippery,FAIL,41.67833800186742,-36.67833800186742,4.76
60,5,Poor,Fog,0.1,Dry,FAIL,33.758169934640534,-28.758169934640534,6.8
60,5,Poor,Fog,0.1,Wet,FAIL,37.362552864282975,-32.362552864282975,5.779999999999999
60,5,Poor,Fog,0.1,Slippery,FAIL,42.51167133520076,-37.51167133520076,4.76
60,5,Poor,Fog,0.15,Dry,FAIL,34.59150326797386,-29.591503267973863,6.8
60,5,Poor,Fog,0.15,Wet,FAIL,38.19588619761631,-33.19588619761631,5.779999999999999
60,5,Poor,Fog,0.15,Slippery,FAIL,43.34500466853409,-38.34500466853409,4.76
60,5,Poor,Fog,0.25,Dry,FAIL,36.25816993464053,-31.258169934640527,6.8
60,5,Poor,Fog,0.25,Wet,FAIL,39.862552864282975,-34.862552864282975,5.779999999999999
60,5,Poor,Fog,0.25,Slippery,FAIL,45.01167133520075,-40.01167133520075,4.76
60,10,Good,Clear,0,Dry,FAIL,25.69444444444445,-15.69444444444445,8.0
60,10,Good,Clear,0,Wet,FAIL,28.758169934640527,-18.758169934640527,6.8
60,10,Good,Clear,0,Slippery,FAIL,33.13492063492064,-23.13492063492064,5.6
60,10,Good,Clear,0.05,Dry,FAIL,26.527777777777782,-16.527777777777782,8.0
60,10,Good,Clear,0.05,Wet,FAIL,29.591503267973863,-19.591503267973863,6.8
60,10,Good,Clear,0.05,Slippery,FAIL,33.968253968253975,-23.968253968253975,5.6
60,10,Good,Clear,0.1,Dry,FAIL,27.361111111111114,-17.361111111111114,8.0
60,10,Good,Clear,0.1,Wet,FAIL,30.424836601307195,-20.424836601307195,6.8
60,10,Good,Clear,0.1,Slippery,FAIL,34.801587301587304,-24.801587301587304,5.6
60,10,Good,Clear,0.15,Dry,FAIL,28.19444444444445,-18.19444444444445,8.0
60,10,Good,Clear,0.15,Wet,FAIL,31.258169934640527,-21.258169934640527,6.8
60,10,Good,Clear,0.15,Slippery,FAIL,35.63492063492064,-25.63492063492064,5.6
60,10,Good,Clear,0.25,Dry,FAIL,29.861111111111114,-19.861111111111114,8.0
60,10,Good,Clear,0.25,Wet,FAIL,32.92483660130719,-22.92483660130719,6.8
60,10,Good,Clear,0.25,Slippery,FAIL,37.301587301587304,-27.301587301587304,5.6
60,10,Good,Rain,0,Dry,FAIL,27.623456790123463,-17.623456790123463,7.2
60,10,Good,Rain,0,Wet,FAIL,31.027596223674657,-21.027596223674657,6.12
60,10,Good,Rain,0,Slippery,FAIL,35.89065255731923,-25.89065255731923,5.04
60,10,Good,Rain,0.05,Dry,FAIL,28.456790123456795,-18.456790123456795,7.2
60,10,Good,Rain,0.05,Wet,FAIL,31.860929557007992,-21.860929557007992,6.12
60,10,Good,Rain,0.05,Slippery,FAIL,36.723985890652564,-26.723985890652564,5.04
60,10,Good,Rain,0.1,Dry,FAIL,29.290123456790127,-19.290123456790127,7.2
60,10,Good,Rain,0.1,Wet,FAIL,32.69426289034132,-22.69426289034132,6.12
60,10,Good,Rain,0.1,Slippery,FAIL,37.5573192239859,-27.5573192239859,5.04
60,10,Good,Rain,0.15,Dry,FAIL,30.123456790123463,-20.123456790123463,7.2
60,10,Good,Rain,0.15,Wet,FAIL,33.52759622367466,-23.527596223674657,6.12
60,10,Good,Rain,0.15,Slippery,FAIL,38.39065255731923,-28.39065255731923,5.04
60,10,Good,Rain,0.25,Dry,FAIL,31.790123456790127,-21.790123456790127,7.2
60,10,Good,Rain,0.25,Wet,FAIL,35.19426289034132,-25.19426289034132,6.12
60,10,Good,Rain,0.25,Slippery,FAIL,40.0573192239859,-30.0573192239859,5.04
60,10,Good,Fog,0,Dry,FAIL,28.758169934640527,-18.758169934640527,6.8
60,10,Good,Fog,0,Wet,FAIL,32.362552864282975,-22.362552864282975,5.779999999999999
60,10,Good,Fog,0,Slippery,FAIL,37.51167133520075,-27.511671335200752,4.76
60,10,Good,Fog,0.05,Dry,FAIL,29.591503267973863,-19.591503267973863,6.8
60,10,Good,Fog,0.05,Wet,FAIL,33.19588619761631,-23.19588619761631,5.779999999999999
60,10,Good,Fog,0.05,Slippery,FAIL,38.34500466853409,-28.345004668534088,4.76
60,10,Good,Fog,0.1,Dry,FAIL,30.424836601307195,-20.424836601307195,6.8
60,10,Good,Fog,0.1,Wet,FAIL,34.029219530949646,-24.029219530949646,5.779999999999999
60,10,Good,Fog,0.1,Slippery,FAIL,39.17833800186742,-29.178338001867417,4.76
60,10,Good,Fog,0.15,Dry,FAIL,31.258169934640527,-21.258169934640527,6.8
60,10,Good,Fog,0.15,Wet,FAIL,34.862552864282975,-24.862552864282975,5.779999999999999
60,10,Good,Fog,0.15,Slippery,FAIL,40.01167133520075,-30.011671335200752,4.76
60,10,Good,Fog,0.25,Dry,FAIL,32.92483660130719,-22.92483660130719,6.8
60,10,Good,Fog,0.25,Wet,FAIL,36.529219530949646,-26.529219530949646,5.779999999999999
60,10,Good,Fog,0.25,Slippery,FAIL,41.67833800186742,-31.678338001867417,4.76
60,10,Moderate,Clear,0,Dry,FAIL,27.361111111111114,-17.361111111111114,8.0
60,10,Moderate,Clear,0,Wet,FAIL,30.424836601307195,-20.424836601307195,6.8
60,10,Moderate,Clear,0,Slippery,FAIL,34.801587301587304,-24.801587301587304,5.6
60,10,Moderate,Clear,0.05,Dry,FAIL,28.19444444444445,-18.19444444444445,8.0
60,10,Moderate,Clear,0.05,Wet,FAIL,31.258169934640527,-21.258169934640527,6.8
60,10,Moderate,Clear,0.05,Slippery,FAIL,35.63492063492064,-25.63492063492064,5.6
60,10,Moderate,Clear,0.1,Dry,FAIL,29.02777777777778,-19.02777777777778,8.0
60,10,Moderate,Clear,0.1,Wet,FAIL,32.09150326797386,-22.091503267973863,6.8
60,10,Moderate,Clear,0.1,Slippery,FAIL,36.468253968253975,-26.468253968253975,5.6
60,10,Moderate,Clear,0.15,Dry,FAIL,29.861111111111114,-19.861111111111114,8.0
60,10,Moderate,Clear,0.15,Wet,FAIL,32.92483660130719,-22.92483660130719,6.8
60,10,Moderate,Clear,0.15,Slippery,FAIL,37.301587301587304,-27.301587301587304,5.6
60,10,Moderate,Clear,0.25,Dry,FAIL,31.527777777777782,-21.527777777777782,8.0
60,10,Moderate,Clear,0.25,Wet,FAIL,34.59150326797386,-24.591503267973863,6.8
60,10,Moderate,Clear,0.25,Slippery,FAIL,38.968253968253975,-28.968253968253975,5.6
60,10,Moderate,Rain,0,Dry,FAIL,29.290123456790127,-19.290123456790127,7.2
60,10,Moderate,Rain,0,Wet,FAIL,32.69426289034132,-22.69426289034132,6.12
60,10,Moderate,Rain,0,Slippery,FAIL,37.5573192239859,-27.5573192239859,5.04
60,10,Moderate,Rain,0.05,Dry,FAIL,30.123456790123463,-20.123456790123463,7.2
60,10,Moderate,Rain,0.05,Wet,FAIL,33.52759622367466,-23.527596223674657,6.12
60,10,Moderate,Rain,0.05,Slippery,FAIL,38.39065255731923,-28.39065255731923,5.04
60,10,Moderate,Rain,0.1,Dry,FAIL,30.95679012345679,-20.95679012345679,7.2
60,10,Moderate,Rain,0.1,Wet,FAIL,34.36092955700799,-24.360929557007992,6.12
60,10,Moderate,Rain,0.1,Slippery,FAIL,39.223985890652564,-29.223985890652564,5.04
60,10,Moderate,Rain,0.15,Dry,FAIL,31.790123456790127,-21.790123456790127,7.2
60,10,Moderate,Rain,0.15,Wet,FAIL,35.19426289034132,-25.19426289034132,6.12
60,10,Moderate,Rain,0.15,Slippery,FAIL,40.0573192239859,-30.0573192239859,5.04
60,10,Moderate,Rain,0.25,Dry,FAIL,33.4567901234568,-23.4567901234568,7.2
60,10,Moderate,Rain,0.25,Wet,FAIL,36.86092955700799,-26.860929557007992,6.12
60,10,Moderate,Rain,0.25,Slippery,FAIL,41.723985890652564,-31.723985890652564,5.04
60,10,Moderate,Fog,0,Dry,FAIL,30.424836601307195,-20.424836601307195,6.8
60,10,Moderate,Fog,0,Wet,FAIL,34.029219530949646,-24.029219530949646,5.779999999999999
60,10,Moderate,Fog,0,Slippery,FAIL,39.17833800186742,-29.178338001867417,4.76
60,10,Moderate,Fog,0.05,Dry,FAIL,31.258169934640527,-21.258169934640527,6.8
60,10,Moderate,Fog,0.05,Wet,FAIL,34.862552864282975,-24.862552864282975,5.779999999999999
60,10,Moderate,Fog,0.05,Slippery,FAIL,40.01167133520075,-30.011671335200752,4.76
60,10,Moderate,Fog,0.1,Dry,FAIL,32.09150326797386,-22.091503267973863,6.8
60,10,Moderate,Fog,0.1,Wet,FAIL,35.69588619761631,-25.69588619761631,5.779999999999999
60,10,Moderate,Fog,0.1,Slippery,FAIL,40.84500466853409,-30.845004668534088,4.76
60,10,Moderate,Fog,0.15,Dry,FAIL,32.92483660130719,-22.92483660130719,6.8
60,10,Moderate,Fog,0.15,Wet,FAIL,36.529219530949646,-26.529219530949646,5.779999999999999
60,10,Moderate,Fog,0.15,Slippery,FAIL,41.67833800186742,-31.678338001867417,4.76
60,10,Moderate,Fog,0.25,Dry,FAIL,34.59150326797386,-24.591503267973863,6.8
60,10,Moderate,Fog,0.25,Wet,FAIL,38.19588619761631,-28.19588619761631,5.779999999999999
60,10,Moderate,Fog,0.25,Slippery,FAIL,43.34500466853409,-33.34500466853409,4.76
60,10,Poor,Clear,0,Dry,FAIL,29.02777777777778,-19.02777777777778,8.0
60,10,Poor,Clear,0,Wet,FAIL,32.09150326797386,-22.091503267973863,6.8
60,10,Poor,Clear,0,Slippery,FAIL,36.468253968253975,-26.468253968253975,5.6
60,10,Poor,Clear,0.05,Dry,FAIL,29.861111111111114,-19.861111111111114,8.0
60,10,Poor,Clear,0.05,Wet,FAIL,32.92483660130719,-22.92483660130719,6.8
60,10,Poor,Clear,0.05,Slippery,FAIL,37.301587301587304,-27.301587301587304,5.6
60,10,Poor,Clear,0.1,Dry,FAIL,30.69444444444445,-20.69444444444445,8.0
60,10,Poor,Clear,0.1,Wet,FAIL,33.758169934640534,-23.758169934640534,6.8
60,10,Poor,Clear,0.1,Slippery,FAIL,38.13492063492065,-28.134920634920647,5.6
60,10,Poor,Clear,0.15,Dry,FAIL,31.527777777777786,-21.527777777777786,8.0
60,10,Poor,Clear,0.15,Wet,FAIL,34.59150326797386,-24.591503267973863,6.8
60,10,Poor,Clear,0.15,Slippery,FAIL,38.968253968253975,-28.968253968253975,5.6
60,10,Poor,Clear,0.25,Dry,FAIL,33.19444444444445,-23.19444444444445,8.0
60,10,Poor,Clear,0.25,Wet,FAIL,36.25816993464053,-26.258169934640527,6.8
60,10,Poor,Clear,0.25,Slippery,FAIL,40.63492063492064,-30.63492063492064,5.6
60,10,Poor,Rain,0,Dry,FAIL,30.95679012345679,-20.95679012345679,7.2
60,10,Poor,Rain,0,Wet,FAIL,34.36092955700799,-24.360929557007992,6.12
60,10,Poor,Rain,0,Slippery,FAIL,39.223985890652564,-29.223985890652564,5.04
60,10,Poor,Rain,0.05,Dry,FAIL,31.790123456790127,-21.790123456790127,7.2
60,10,Poor,Rain,0.05,Wet,FAIL,35.19426289034132,-25.19426289034132,6.12
60,10,Poor,Rain,0.05,Slippery,FAIL,40.0573192239859,-30.0573192239859,5.04
60,10,Poor,Rain,0.1,Dry,FAIL,32.62345679012346,-22.623456790123463,7.2
60,10,Poor,Rain,0.1,Wet,FAIL,36.027596223674664,-26.027596223674664,6.12
60,10,Poor,Rain,0.1,Slippery,FAIL,40.89065255731923,-30.89065255731923,5.04
60,10,Poor,Rain,0.15,Dry,FAIL,33.4567901234568,-23.4567901234568,7.2
60,10,Poor,Rain,0.15,Wet,FAIL,36.86092955700799,-26.860929557007992,6.12
60,10,Poor,Rain,0.15,Slippery,FAIL,41.723985890652564,-31.723985890652564,5.04
60,10,Poor,Rain,0.25,Dry,FAIL,35.12345679012346,-25.123456790123463,7.2
60,10,Poor,Rain,0.25,Wet,FAIL,38.52759622367466,-28.527596223674657,6.12
60,10,Poor,Rain,0.25,Slippery,FAIL,43.39065255731923,-33.39065255731923,5.04
60,10,Poor,Fog,0,Dry,FAIL,32.09150326797386,-22.091503267973863,6.8
60,10,Poor,Fog,0,Wet,FAIL,35.69588619761631,-25.69588619761631,5.779999999999999
60,10,Poor,Fog,0,Slippery,FAIL,40.84500466853409,-30.845004668534088,4.76
60,10,Poor,Fog,0.05,Dry,FAIL,32.92483660130719,-22.92483660130719,6.8
60,10,Poor,Fog,0.05,Wet,FAIL,36.529219530949646,-26.529219530949646,5.779999999999999
60,10,Poor,Fog,0.05,Slippery,FAIL,41.67833800186742,-31.678338001867417,4.76
60,10,Poor,Fog,0.1,Dry,FAIL,33.758169934640534,-23.758169934640534,6.8
60,10,Poor,Fog,0.1,Wet,FAIL,37.362552864282975,-27.362552864282975,5.779999999999999
60,10,Poor,Fog,0.1,Slippery,FAIL,42.51167133520076,-32.51167133520076,4.76
60,10,Poor,Fog,0.15,Dry,FAIL,34.59150326797386,-24.591503267973863,6.8
60,10,Poor,Fog,0.15,Wet,FAIL,38.19588619761631,-28.19588619761631,5.779999999999999
60,10,Poor,Fog,0.15,Slippery,FAIL,43.34500466853409,-33.34500466853409,4.76
60,10,Poor,Fog,0.25,Dry,FAIL,36.25816993464053,-26.258169934640527,6.8
60,10,Poor,Fog,0.25,Wet,FAIL,39.862552864282975,-29.862552864282975,5.779999999999999
60,10,Poor,Fog,0.25,Slippery,FAIL,45.01167133520075,-35.01167133520075,4.76
60,15,Good,Clear,0,Dry,FAIL,25.69444444444445,-10.69444444444445,8.0
60,15,Good,Clear,0,Wet,FAIL,28.758169934640527,-13.758169934640527,6.8
60,15,Good,Clear,0,Slippery,FAIL,33.13492063492064,-18.13492063492064,5.6
60,15,Good,Clear,0.05,Dry,FAIL,26.527777777777782,-11.527777777777782,8.0
60,15,Good,Clear,0.05,Wet,FAIL,29.591503267973863,-14.591503267973863,6.8
60,15,Good,Clear,0.05,Slippery,FAIL,33.968253968253975,-18.968253968253975,5.6
60,15,Good,Clear,0.1,Dry,FAIL,27.361111111111114,-12.361111111111114,8.0
60,15,Good,Clear,0.1,Wet,FAIL,30.424836601307195,-15.424836601307195,6.8
60,15,Good,Clear,0.1,Slippery,FAIL,34.801587301587304,-19.801587301587304,5.6
60,15,Good,Clear,0.15,Dry,FAIL,28.19444444444445,-13.19444444444445,8.0
60,15,Good,Clear,0.15,Wet,FAIL,31.258169934640527,-16.258169934640527,6.8
60,15,Good,Clear,0.15,Slippery,FAIL,35.63492063492064,-20.63492063492064,5.6
60,15,Good,Clear,0.25,Dry,FAIL,29.861111111111114,-14.861111111111114,8.0
60,15,Good,Clear,0.25,Wet,FAIL,32.92483660130719,-17.92483660130719,6.8
60,15,Good,Clear,0.25,Slippery,FAIL,37.301587301587304,-22.301587301587304,5.6
60,15,Good,Rain,0,Dry,FAIL,27.623456790123463,-12.623456790123463,7.2
60,15,Good,Rain,0,Wet,FAIL,31.027596223674657,-16.027596223674657,6.12
60,15,Good,Rain,0,Slippery,FAIL,35.89065255731923,-20.89065255731923,5.04
60,15,Good,Rain,0.05,Dry,FAIL,28.456790123456795,-13.456790123456795,7.2
60,15,Good,Rain,0.05,Wet,FAIL,31.860929557007992,-16.860929557007992,6.12
60,15,Good,Rain,0.05,Slippery,FAIL,36.723985890652564,-21.723985890652564,5.04
60,15,Good,Rain,0.1,Dry,FAIL,29.290123456790127,-14.290123456790127,7.2
60,15,Good,Rain,0.1,Wet,FAIL,32.69426289034132,-17.69426289034132,6.12
60,15,Good,Rain,0.1,Slippery,FAIL,37.5573192239859,-22.5573192239859,5.04
60,15,Good,Rain,0.15,Dry,FAIL,30.123456790123463,-15.123456790123463,7.2
60,15,Good,Rain,0.15,Wet,FAIL,33.52759622367466,-18.527596223674657,6.12
60,15,Good,Rain,0.15,Slippery,FAIL,38.39065255731923,-23.39065255731923,5.04
60,15,Good,Rain,0.25,Dry,FAIL,31.790123456790127,-16.790123456790127,7.2
60,15,Good,Rain,0.25,Wet,FAIL,35.19426289034132,-20.19426289034132,6.12
60,15,Good,Rain,0.25,Slippery,FAIL,40.0573192239859,-25.0573192239859,5.04
60,15,Good,Fog,0,Dry,FAIL,28.758169934640527,-13.758169934640527,6.8
60,15,Good,Fog,0,Wet,FAIL,32.362552864282975,-17.362552864282975,5.779999999999999
60,15,Good,Fog,0,Slippery,FAIL,37.51167133520075,-22.511671335200752,4.76
60,15,Good,Fog,0.05,Dry,FAIL,29.591503267973863,-14.591503267973863,6.8
60,15,Good,Fog,0.05,Wet,FAIL,33.19588619761631,-18.19588619761631,5.779999999999999
60,15,Good,Fog,0.05,Slippery,FAIL,38.34500466853409,-23.345004668534088,4.76
60,15,Good,Fog,0.1,Dry,FAIL,30.424836601307195,-15.424836601307195,6.8
60,15,Good,Fog,0.1,Wet,FAIL,34.029219530949646,-19.029219530949646,5.779999999999999
60,15,Good,Fog,0.1,Slippery,FAIL,39.17833800186742,-24.178338001867417,4.76
60,15,Good,Fog,0.15,Dry,FAIL,31.258169934640527,-16.258169934640527,6.8
60,15,Good,Fog,0.15,Wet,FAIL,34.862552864282975,-19.862552864282975,5.779999999999999
60,15,Good,Fog,0.15,Slippery,FAIL,40.01167133520075,-25.011671335200752,4.76
60,15,Good,Fog,0.25,Dry,FAIL,32.92483660130719,-17.92483660130719,6.8
60,15,Good,Fog,0.25,Wet,FAIL,36.529219530949646,-21.529219530949646,5.779999999999999
60,15,Good,Fog,0.25,Slippery,FAIL,41.67833800186742,-26.678338001867417,4.76
60,15,Moderate,Clear,0,Dry,FAIL,27.361111111111114,-12.361111111111114,8.0
60,15,Moderate,Clear,0,Wet,FAIL,30.424836601307195,-15.424836601307195,6.8
60,15,Moderate,Clear,0,Slippery,FAIL,34.801587301587304,-19.801587301587304,5.6
60,15,Moderate,Clear,0.05,Dry,FAIL,28.19444444444445,-13.19444444444445,8.0
