speed,object_distance,visibility,weather,sensor_delay,road_condition,result,stopping_distance,margin,effective_deceleration,failure_probability,predicted_result
80,10,Good,Rain,0.25,Wet,FAIL,57.01202291616234,-47.01202291616234,6.12,0.9914656651785604,FAIL
120,5,Moderate,Clear,0.1,Wet,FAIL,105.03267973856212,-100.03267973856212,6.8,0.9914575877435826,FAIL
100,5,Moderate,Clear,0.1,Wet,FAIL,76.18010167029774,-71.18010167029774,6.8,0.9914575877435826,FAIL
80,10,Poor,Rain,0.0,Dry,FAIL,49.84910836762688,-39.84910836762688,7.2,0.9914564053144211,FAIL
80,5,Poor,Rain,0.0,Dry,FAIL,49.84910836762688,-44.84910836762688,7.2,0.9914564053144211,FAIL
120,5,Poor,Fog,0.0,Dry,FAIL,105.03267973856212,-100.03267973856212,6.8,0.9914515138374467,FAIL
80,15,Poor,Clear,0.05,Slippery,FAIL,60.75837742504409,-45.75837742504409,5.6,0.9914504625359601,FAIL
100,15,Poor,Clear,0.05,Slippery,FAIL,89.72663139329808,-74.72663139329808,5.6,0.9914504625359601,FAIL
120,10,Moderate,Clear,0.1,Wet,FAIL,105.03267973856212,-95.03267973856212,6.8,0.9914446924343944,FAIL
100,10,Moderate,Clear,0.1,Wet,FAIL,76.18010167029774,-66.18010167029774,6.8,0.9914446924343944,FAIL
100,10,Poor,Fog,0.0,Dry,FAIL,76.18010167029774,-66.18010167029774,6.8,0.991443960858736,FAIL
120,5,Good,Rain,0.0,Slippery,FAIL,126.89594356261026,-121.89594356261026,5.04,0.991428090106788,FAIL
100,10,Good,Rain,0.0,Slippery,FAIL,90.43699784440524,-80.43699784440525,5.04,0.991428090106788,FAIL
120,10,Good,Rain,0.0,Slippery,FAIL,126.89594356261026,-116.89594356261026,5.04,0.991428090106788,FAIL
100,5,Good,Rain,0.0,Slippery,FAIL,90.43699784440524,-85.43699784440525,5.04,0.991428090106788,FAIL
120,10,Good,Clear,0.1,Slippery,FAIL,119.20634920634924,-109.20634920634924,5.6,0.9914105154671018,FAIL
100,5,Good,Clear,0.1,Slippery,FAIL,85.5599647266314,-80.5599647266314,5.6,0.9914105154671018,FAIL
100,10,Good,Clear,0.1,Slippery,FAIL,85.5599647266314,-75.5599647266314,5.6,0.9914105154671018,FAIL
120,5,Good,Clear,0.1,Slippery,FAIL,119.20634920634924,-114.20634920634924,5.6,0.9914105154671018,FAIL
80,10,Good,Rain,0.0,Slippery,FAIL,60.101900842641584,-50.101900842641584,5.04,0.9914081777099168,FAIL
80,5,Good,Rain,0.0,Slippery,FAIL,60.101900842641584,-55.101900842641584,5.04,0.9914081777099168,FAIL
100,15,Poor,Rain,0.15,Dry,FAIL,77.19478737997257,-62.19478737997257,7.2,0.9913976242638608,FAIL
120,5,Moderate,Clear,0.25,Wet,FAIL,110.03267973856212,-105.03267973856212,6.8,0.9913818385466735,FAIL
100,5,Moderate,Clear,0.25,Wet,FAIL,80.34676833696442,-75.34676833696442,6.8,0.9913818385466735,FAIL
120,10,Moderate,Clear,0.25,Wet,FAIL,110.03267973856212,-100.03267973856212,6.8,0.9913695664757973,FAIL
100,10,Moderate,Clear,0.25,Wet,FAIL,80.34676833696442,-70.34676833696442,6.8,0.9913695664757973,FAIL
80,10,Good,Clear,0.1,Slippery,FAIL,57.42504409171076,-47.42504409171076,5.6,0.991362215480619,FAIL
80,5,Good,Clear,0.1,Slippery,FAIL,57.42504409171076,-52.42504409171076,5.6,0.991362215480619,FAIL
80,10,Poor,Fog,0.1,Dry,FAIL,54.08859840232389,-44.08859840232389,6.8,0.9913417696182909,FAIL
80,5,Poor,Fog,0.1,Dry,FAIL,54.08859840232389,-49.08859840232389,6.8,0.9913417696182909,FAIL
120,10,Poor,Clear,0.05,Dry,FAIL,94.44444444444446,-84.44444444444446,8.0,0.9913379282098406,FAIL
120,5,Poor,Clear,0.05,Dry,FAIL,94.44444444444446,-89.44444444444446,8.0,0.9913379282098406,FAIL
100,10,Good,Clear,0.25,Slippery,FAIL,89.72663139329808,-79.72663139329808,5.6,0.9913358625573927,FAIL
120,10,Good,Clear,0.25,Slippery,FAIL,124.20634920634924,-114.20634920634924,5.6,0.9913358625573927,FAIL
100,5,Good,Clear,0.25,Slippery,FAIL,89.72663139329808,-84.72663139329808,5.6,0.9913358625573927,FAIL
120,5,Good,Clear,0.25,Slippery,FAIL,124.20634920634924,-119.20634920634924,5.6,0.9913358625573927,FAIL
80,5,Moderate,Clear,0.1,Wet,FAIL,51.86637618010167,-46.86637618010167,6.8,0.9913308040910612,FAIL
100,5,Moderate,Rain,0.15,Wet,FAIL,83.87295247317034,-78.87295247317034,6.12,0.9913294418987345,FAIL
120,5,Moderate,Rain,0.15,Wet,FAIL,115.7770515613653,-110.7770515613653,6.12,0.9913294418987345,FAIL
120,10,Poor,Clear,0.15,Wet,FAIL,110.03267973856212,-100.03267973856212,6.8,0.9913181763031839,FAIL
100,5,Poor,Clear,0.15,Wet,FAIL,80.34676833696443,-75.34676833696443,6.8,0.9913181763031839,FAIL
120,5,Poor,Clear,0.15,Wet,FAIL,110.03267973856212,-105.03267973856212,6.8,0.9913181763031839,FAIL
100,10,Poor,Clear,0.15,Wet,FAIL,80.34676833696443,-70.34676833696443,6.8,0.9913181763031839,FAIL
80,10,Moderate,Clear,0.1,Wet,FAIL,51.86637618010167,-41.86637618010167,6.8,0.9913179087818731,FAIL
100,5,Moderate,Fog,0.25,Dry,FAIL,80.34676833696442,-75.34676833696442,6.8,0.991315820719394,FAIL
120,5,Moderate,Fog,0.25,Dry,FAIL,110.03267973856212,-105.03267973856212,6.8,0.991315820719394,FAIL
80,5,Moderate,Clear,0.25,Wet,FAIL,55.199709513435,-50.199709513435,6.8,0.9913117355224358,FAIL
120,15,Moderate,Clear,0.25,Slippery,FAIL,127.53968253968256,-112.53968253968256,5.6,0.9913117106586432,FAIL
80,15,Moderate,Clear,0.25,Slippery,FAIL,62.98059964726632,-47.98059964726632,5.6,0.9913117106586432,FAIL
100,15,Moderate,Clear,0.25,Slippery,FAIL,92.50440917107584,-77.50440917107585,5.6,0.9913117106586432,FAIL
80,5,Moderate,Rain,0.15,Wet,FAIL,57.01202291616234,-52.01202291616234,6.12,0.9913052417324705,FAIL
120,10,Poor,Fog,0.05,Wet,FAIL,121.11687812379856,-111.11687812379856,5.779999999999999,0.9913044978394332,FAIL
120,5,Poor,Fog,0.05,Wet,FAIL,121.11687812379856,-116.11687812379856,5.779999999999999,0.9913044978394332,FAIL
100,10,Poor,Fog,0.05,Wet,FAIL,87.581165363749,-77.581165363749,5.779999999999999,0.9913044978394332,FAIL
100,10,Moderate,Rain,0.15,Wet,FAIL,83.87295247317034,-73.87295247317034,6.12,0.9913044806050756,FAIL
120,10,Moderate,Rain,0.15,Wet,FAIL,115.7770515613653,-105.7770515613653,6.12,0.9913044806050756,FAIL
80,10,Moderate,Clear,0.25,Wet,FAIL,55.199709513435,-45.199709513435,6.8,0.9912994634515598,FAIL
100,10,Poor,Clear,0.05,Dry,FAIL,69.05864197530865,-59.058641975308646,8.0,0.9912972938876461,FAIL
100,5,Poor,Clear,0.05,Dry,FAIL,69.05864197530865,-64.05864197530865,8.0,0.9912972938876461,FAIL
60,10,Good,Fog,0.15,Slippery,FAIL,40.01167133520075,-30.011671335200752,4.76,0.991293714563519,FAIL
60,5,Good,Fog,0.15,Slippery,FAIL,40.01167133520075,-35.01167133520075,4.76,0.991293714563519,FAIL
80,10,Poor,Clear,0.15,Wet,FAIL,55.199709513435,-45.199709513435,6.8,0.9912901633957689,FAIL
80,5,Poor,Clear,0.15,Wet,FAIL,55.199709513435,-50.199709513435,6.8,0.9912901633957689,FAIL
120,10,Good,Fog,0.0,Slippery,FAIL,133.38001867413635,-123.38001867413637,4.76,0.9912859021290308,FAIL
120,5,Good,Fog,0.0,Slippery,FAIL,133.38001867413635,-128.38001867413635,4.76,0.9912859021290308,FAIL
100,10,Good,Fog,0.0,Slippery,FAIL,94.93982778296504,-84.93982778296504,4.76,0.9912859021290308,FAIL
100,5,Good,Fog,0.0,Slippery,FAIL,94.93982778296504,-89.93982778296504,4.76,0.9912859021290308,FAIL
100,10,Moderate,Fog,0.25,Dry,FAIL,80.34676833696442,-70.34676833696442,6.8,0.9912810958205875,FAIL
120,10,Moderate,Fog,0.25,Dry,FAIL,110.03267973856212,-100.03267973856212,6.8,0.9912810958205875,FAIL
80,10,Moderate,Rain,0.15,Wet,FAIL,57.01202291616234,-47.01202291616234,6.12,0.9912802804388117,FAIL
80,5,Good,Clear,0.25,Slippery,FAIL,60.75837742504409,-55.75837742504409,5.6,0.9912782553475312,FAIL
80,10,Good,Clear,0.25,Slippery,FAIL,60.75837742504409,-50.75837742504409,5.6,0.9912782553475312,FAIL
100,15,Poor,Rain,0.25,Dry,FAIL,79.97256515775034,-64.97256515775034,7.2,0.991267098049264,FAIL
120,15,Poor,Rain,0.25,Dry,FAIL,108.82716049382718,-93.82716049382718,7.2,0.991267098049264,FAIL
80,5,Poor,Fog,0.05,Wet,FAIL,59.38527916613268,-54.38527916613268,5.779999999999999,0.99126117308935,FAIL
80,10,Poor,Fog,0.05,Wet,FAIL,59.38527916613268,-49.38527916613268,5.779999999999999,0.99126117308935,FAIL
60,5,Good,Fog,0.25,Slippery,FAIL,41.67833800186742,-36.67833800186742,4.76,0.9912355868929611,FAIL
60,5,Moderate,Clear,0.25,Slippery,FAIL,38.968253968253975,-33.968253968253975,5.6,0.9912183272679108,FAIL
60,10,Moderate,Clear,0.25,Slippery,FAIL,38.968253968253975,-28.96825396825397,5.6,0.9912183272679108,FAIL
100,5,Poor,Clear,0.25,Wet,FAIL,83.1245461147422,-78.1245461147422,6.8,0.9912132862413863,FAIL
120,10,Poor,Clear,0.25,Wet,FAIL,113.36601307189544,-103.36601307189544,6.8,0.9912132862413863,FAIL
120,5,Poor,Clear,0.25,Wet,FAIL,113.36601307189544,-108.36601307189544,6.8,0.9912132862413863,FAIL
100,10,Poor,Clear,0.25,Wet,FAIL,83.1245461147422,-73.1245461147422,6.8,0.9912132862413863,FAIL
120,5,Poor,Fog,0.0,Wet,FAIL,119.4502114571319,-114.4502114571319,5.779999999999999,0.9912126273123281,FAIL
100,10,Poor,Fog,0.0,Wet,FAIL,86.19227647486011,-76.19227647486011,5.779999999999999,0.9912126273123281,FAIL
100,5,Poor,Fog,0.0,Wet,FAIL,86.19227647486011,-81.19227647486011,5.779999999999999,0.9912126273123281,FAIL
120,10,Poor,Fog,0.0,Wet,FAIL,119.4502114571319,-109.4502114571319,5.779999999999999,0.9912126273123281,FAIL
60,5,Poor,Clear,0.0,Slippery,FAIL,36.468253968253975,-31.46825396825397,5.6,0.9911967604888933,FAIL
80,5,Poor,Clear,0.25,Wet,FAIL,57.421931735657225,-52.421931735657225,6.8,0.9911892962355893,FAIL
80,10,Poor,Clear,0.25,Wet,FAIL,57.421931735657225,-47.421931735657225,6.8,0.9911892962355893,FAIL
80,10,Good,Fog,0.0,Slippery,FAIL,62.98371200331985,-52.98371200331985,4.76,0.9911887512565002,FAIL
60,10,Poor,Clear,0.0,Slippery,FAIL,36.468253968253975,-26.46825396825397,5.6,0.9911882654854095,FAIL
80,15,Poor,Rain,0.15,Dry,FAIL,53.18244170096021,-38.18244170096021,7.2,0.9911780097050539,FAIL
100,5,Moderate,Fog,0.1,Wet,FAIL,86.19227647486011,-81.19227647486011,5.779999999999999,0.9911740375810393,FAIL
120,5,Moderate,Fog,0.1,Wet,FAIL,119.4502114571319,-114.4502114571319,5.779999999999999,0.9911740375810393,FAIL
120,10,Poor,Fog,0.05,Dry,FAIL,106.69934640522878,-96.69934640522878,6.8,0.9911724493839739,FAIL
100,5,Poor,Fog,0.05,Dry,FAIL,77.56899055918664,-72.56899055918664,6.8,0.9911724493839739,FAIL
120,5,Poor,Fog,0.05,Dry,FAIL,106.69934640522878,-101.69934640522878,6.8,0.9911724493839739,FAIL
100,10,Poor,Fog,0.05,Dry,FAIL,77.56899055918664,-67.56899055918664,6.8,0.9911724493839739,FAIL
80,5,Poor,Fog,0.0,Wet,FAIL,58.274168055021576,-53.274168055021576,5.779999999999999,0.9911705198462311,FAIL
80,10,Poor,Fog,0.0,Wet,FAIL,58.274168055021576,-48.274168055021576,5.779999999999999,0.9911705198462311,FAIL
120,10,Moderate,Fog,0.1,Wet,FAIL,119.4502114571319,-109.4502114571319,5.779999999999999,0.9911475405569741,FAIL
100,10,Moderate,Fog,0.1,Wet,FAIL,86.19227647486011,-76.19227647486011,5.779999999999999,0.9911475405569741,FAIL
80,10,Poor,Clear,0.1,Dry,FAIL,48.641975308641975,-38.641975308641975,8.0,0.9911438543332716,FAIL
80,5,Poor,Clear,0.1,Dry,FAIL,48.641975308641975,-43.641975308641975,8.0,0.9911438543332716,FAIL
80,5,Moderate,Fog,0.1,Wet,FAIL,58.274168055021576,-53.274168055021576,5.779999999999999,0.9911153278523702,FAIL
120,15,Poor,Rain,0.1,Dry,FAIL,103.82716049382718,-88.82716049382718,7.2,0.9911101212328305,FAIL
100,15,Moderate,Clear,0.05,Slippery,FAIL,86.94885361552029,-71.94885361552029,5.6,0.9911003796373071,FAIL
120,15,Moderate,Clear,0.05,Slippery,FAIL,120.8730158730159,-105.8730158730159,5.6,0.9911003796373071,FAIL
80,15,Moderate,Clear,0.05,Slippery,FAIL,58.53615520282187,-43.53615520282187,5.6,0.9911003796373071,FAIL
80,10,Moderate,Fog,0.1,Wet,FAIL,58.274168055021576,-48.274168055021576,5.779999999999999,0.991088830828305,FAIL
60,5,Moderate,Rain,0.15,Slippery,FAIL,40.0573192239859,-35.0573192239859,5.04,0.9910793686357957,FAIL
60,10,Moderate,Rain,0.15,Slippery,FAIL,40.0573192239859,-30.0573192239859,5.04,0.9910793686357957,FAIL
60,10,Poor,Fog,0.15,Wet,FAIL,38.19588619761631,-28.19588619761631,5.779999999999999,0.9910743972385042,FAIL
60,5,Poor,Fog,0.15,Wet,FAIL,38.19588619761631,-33.19588619761631,5.779999999999999,0.9910743972385042,FAIL
80,5,Moderate,Fog,0.25,Dry,FAIL,55.199709513435,-50.199709513435,6.8,0.9910740145577085,FAIL
60,10,Moderate,Clear,0.05,Slippery,FAIL,35.63492063492064,-25.63492063492064,5.6,0.991071328998818,FAIL
60,5,Moderate,Clear,0.05,Slippery,FAIL,35.63492063492064,-30.63492063492064,5.6,0.991071328998818,FAIL
120,5,Poor,Rain,0.1,Wet,FAIL,117.44371822803195,-112.44371822803195,6.12,0.9910702849348685,FAIL
100,10,Poor,Rain,0.1,Wet,FAIL,85.26184136205923,-75.26184136205923,6.12,0.9910702849348685,FAIL
100,5,Poor,Rain,0.1,Wet,FAIL,85.26184136205923,-80.26184136205923,6.12,0.9910702849348685,FAIL
120,10,Poor,Rain,0.1,Wet,FAIL,117.44371822803195,-107.44371822803195,6.12,0.9910702849348685,FAIL
60,5,Moderate,Rain,0.1,Slippery,FAIL,39.22398589065256,-34.223985890652564,5.04,0.9910689636684296,FAIL
60,10,Moderate,Rain,0.1,Slippery,FAIL,39.22398589065256,-29.223985890652564,5.04,0.9910689636684296,FAIL
60,15,Poor,Clear,0.1,Slippery,FAIL,38.13492063492065,-23.134920634920647,5.6,0.9910671735905977,FAIL
100,5,Good,Fog,0.15,Wet,FAIL,84.80338758597122,-79.80338758597122,5.779999999999999,0.991063524826386,FAIL
120,5,Good,Fog,0.15,Wet,FAIL,117.78354479046524,-112.78354479046524,5.779999999999999,0.991063524826386,FAIL
60,10,Moderate,Fog,0.0,Slippery,FAIL,39.17833800186742,-29.178338001867417,4.76,0.9910596261667985,FAIL
60,5,Moderate,Fog,0.0,Slippery,FAIL,39.17833800186742,-34.17833800186742,4.76,0.9910596261667985,FAIL
100,10,Good,Fog,0.15,Wet,FAIL,84.80338758597122,-74.80338758597122,5.779999999999999,0.9910494733358668,FAIL
120,10,Good,Fog,0.15,Wet,FAIL,117.78354479046524,-107.78354479046524,5.779999999999999,0.9910494733358668,FAIL
80,10,Poor,Rain,0.1,Wet,FAIL,58.12313402727346,-48.12313402727346,6.12,0.991046404236311,FAIL
80,5,Poor,Rain,0.1,Wet,FAIL,58.12313402727346,-53.12313402727346,6.12,0.991046404236311,FAIL
80,10,Moderate,Fog,0.25,Dry,FAIL,55.199709513435,-45.199709513435,6.8,0.9910380550622012,FAIL
60,5,Poor,Fog,0.25,Wet,FAIL,39.862552864282975,-34.862552864282975,5.779999999999999,0.9909905691281748,FAIL
60,10,Poor,Fog,0.25,Wet,FAIL,39.862552864282975,-29.86255286428297,5.779999999999999,0.9909905691281748,FAIL
100,5,Good,Fog,0.25,Dry,FAIL,77.56899055918664,-72.56899055918664,6.8,0.9909894742788907,FAIL
120,5,Good,Fog,0.25,Dry,FAIL,106.69934640522878,-101.69934640522878,6.8,0.9909894742788907,FAIL
60,15,Poor,Clear,0.15,Slippery,FAIL,38.968253968253975,-23.96825396825397,5.6,0.9909852492432458,FAIL
120,10,Good,Clear,0.05,Slippery,FAIL,117.53968253968256,-107.53968253968256,5.6,0.9909717728379366,FAIL
100,5,Good,Clear,0.05,Slippery,FAIL,84.1710758377425,-79.1710758377425,5.6,0.9909717728379366,FAIL
100,10,Good,Clear,0.05,Slippery,FAIL,84.1710758377425,-74.1710758377425,5.6,0.9909717728379366,FAIL
120,5,Good,Clear,0.05,Slippery,FAIL,117.53968253968256,-112.53968253968256,5.6,0.9909717728379366,FAIL
100,15,Good,Fog,0.1,Slippery,FAIL,97.71760556074284,-82.71760556074283,4.76,0.990968210151915,FAIL
120,15,Good,Fog,0.1,Slippery,FAIL,136.71335200746967,-121.71335200746968,4.76,0.990968210151915,FAIL
100,5,Moderate,Fog,0.05,Wet,FAIL,84.80338758597122,-79.80338758597122,5.779999999999999,0.9909588118726171,FAIL
120,5,Moderate,Fog,0.05,Wet,FAIL,117.78354479046524,-112.78354479046524,5.779999999999999,0.9909588118726171,FAIL
120,15,Poor,Clear,0.0,Slippery,FAIL,122.53968253968256,-107.53968253968256,5.6,0.9909518609347433,FAIL
100,10,Good,Fog,0.25,Dry,FAIL,77.56899055918664,-67.56899055918664,6.8,0.9909500383740149,FAIL
120,10,Good,Fog,0.25,Dry,FAIL,106.69934640522878,-96.69934640522878,6.8,0.9909500383740149,FAIL
60,15,Poor,Fog,0.15,Wet,FAIL,38.19588619761631,-23.19588619761631,5.779999999999999,0.9909435379903618,FAIL
120,10,Moderate,Fog,0.05,Wet,FAIL,117.78354479046524,-107.78354479046524,5.779999999999999,0.9909290137547723,FAIL
80,5,Good,Clear,0.05,Slippery,FAIL,56.313932980599645,-51.313932980599645,5.6,0.9909210359487528,FAIL
80,10,Good,Clear,0.05,Slippery,FAIL,56.313932980599645,-46.313932980599645,5.6,0.9909210359487528,FAIL
120,15,Moderate,Fog,0.25,Wet,FAIL,124.4502114571319,-109.4502114571319,5.779999999999999,0.9909143857753442,FAIL
100,15,Moderate,Fog,0.25,Wet,FAIL,90.35894314152678,-75.35894314152678,5.779999999999999,0.9909143857753442,FAIL
100,15,Good,Rain,0.05,Slippery,FAIL,91.82588673329414,-76.82588673329414,5.04,0.9909115497878233,FAIL
120,15,Good,Rain,0.05,Slippery,FAIL,128.5626102292769,-113.56261022927691,5.04,0.9909115497878233,FAIL
80,15,Poor,Clear,0.0,Slippery,FAIL,59.647266313932974,-44.647266313932974,5.6,0.9909051757146473,FAIL
100,15,Poor,Clear,0.0,Slippery,FAIL,88.33774250440918,-73.33774250440918,5.6,0.9909051757146473,FAIL
120,15,Poor,Rain,0.1,Wet,FAIL,117.44371822803195,-102.44371822803195,6.12,0.9908998419031168,FAIL
100,15,Poor,Rain,0.1,Wet,FAIL,85.26184136205923,-70.26184136205923,6.12,0.9908998419031168,FAIL
80,15,Good,Fog,0.1,Slippery,FAIL,65.20593422554207,-50.20593422554207,4.76,0.9908924647577206,FAIL
80,15,Good,Rain,0.05,Slippery,FAIL,61.21301195375269,-46.21301195375269,5.04,0.990889869578582,FAIL
80,5,Moderate,Fog,0.05,Wet,FAIL,57.16305694391046,-52.16305694391046,5.779999999999999,0.9908776354486063,FAIL
80,15,Poor,Rain,0.1,Wet,FAIL,58.12313402727346,-43.12313402727346,6.12,0.9908759612045591,FAIL
100,15,Moderate,Rain,0.0,Slippery,FAIL,93.21477562218304,-78.21477562218304,5.04,0.9908753983497643,FAIL
80,15,Moderate,Rain,0.0,Slippery,FAIL,62.3241230648638,-47.3241230648638,5.04,0.9908753983497643,FAIL
120,15,Moderate,Rain,0.0,Slippery,FAIL,130.2292768959436,-115.2292768959436,5.04,0.9908753983497643,FAIL
80,10,Poor,Fog,0.0,Dry,FAIL,51.86637618010167,-41.86637618010167,6.8,0.9908574660422571,FAIL
80,5,Poor,Fog,0.0,Dry,FAIL,51.86637618010167,-46.86637618010167,6.8,0.9908574660422571,FAIL
100,5,Good,Rain,0.0,Wet,FAIL,76.9285080287259,-71.9285080287259,6.12,0.9908567430796159,FAIL
120,5,Good,Rain,0.0,Wet,FAIL,107.44371822803195,-102.44371822803195,6.12,0.9908567430796159,FAIL
80,5,Good,Fog,0.15,Dry,FAIL,50.75526506899055,-45.75526506899055,6.8,0.9908375032015033,FAIL
120,10,Good,Rain,0.0,Wet,FAIL,107.44371822803195,-97.44371822803195,6.12,0.9908182361090765,FAIL
100,10,Good,Rain,0.0,Wet,FAIL,76.9285080287259,-66.9285080287259,6.12,0.9908182361090765,FAIL
60,15,Poor,Fog,0.25,Wet,FAIL,39.862552864282975,-24.86255286428297,5.779999999999999,0.990806103861145,FAIL
100,15,Good,Fog,0.05,Slippery,FAIL,96.32871667185393,-81.32871667185393,4.76,0.9908022705118723,FAIL
120,15,Good,Fog,0.05,Slippery,FAIL,135.046685340803,-120.046685340803,4.76,0.9908022705118723,FAIL
100,5,Moderate,Clear,0.05,Wet,FAIL,74.79121278140886,-69.79121278140886,6.8,0.9907952587233109,FAIL
120,5,Moderate,Clear,0.05,Wet,FAIL,103.36601307189544,-98.36601307189544,6.8,0.9907952587233109,FAIL
80,10,Good,Fog,0.15,Dry,FAIL,50.75526506899055,-40.75526506899055,6.8,0.9907936833497653,FAIL
100,5,Moderate,Rain,0.1,Wet,FAIL,82.48406358428144,-77.48406358428144,6.12,0.9907853245370845,FAIL
120,5,Moderate,Rain,0.1,Wet,FAIL,114.11038489469864,-109.11038489469864,6.12,0.9907853245370845,FAIL
60,5,Moderate,Fog,0.15,Wet,FAIL,36.529219530949646,-31.529219530949646,5.779999999999999,0.9907832128807026,FAIL
120,10,Moderate,Clear,0.05,Wet,FAIL,103.36601307189544,-93.36601307189544,6.8,0.9907828675106402,FAIL
100,10,Moderate,Clear,0.05,Wet,FAIL,74.79121278140886,-64.79121278140886,6.8,0.9907828675106402,FAIL
120,10,Moderate,Rain,0.1,Wet,FAIL,114.11038489469864,-104.11038489469864,6.12,0.9907572095585646,FAIL
100,10,Moderate,Rain,0.1,Wet,FAIL,82.48406358428144,-72.48406358428144,6.12,0.9907572095585646,FAIL
60,10,Moderate,Fog,0.15,Wet,FAIL,36.529219530949646,-26.529219530949646,5.779999999999999,0.9907535216357852,FAIL
100,5,Moderate,Rain,0.15,Dry,FAIL,74.41700960219478,-69.41700960219478,7.2,0.9907448468174721,FAIL
120,5,Moderate,Rain,0.15,Dry,FAIL,102.16049382716052,-97.16049382716052,7.2,0.9907448468174721,FAIL
80,15,Good,Fog,0.05,Slippery,FAIL,64.09482311443097,-49.094823114430966,4.76,0.9907394435266432,FAIL
120,15,Good,Rain,0.25,Wet,FAIL,115.7770515613653,-100.7770515613653,6.12,0.990733528712498,FAIL
80,5,Good,Fog,0.15,Wet,FAIL,57.16305694391046,-52.16305694391046,5.779999999999999,0.990731135313675,FAIL
80,10,Poor,Clear,0.05,Dry,FAIL,47.53086419753086,-37.53086419753086,8.0,0.9907229654640259,FAIL
80,5,Poor,Clear,0.05,Dry,FAIL,47.53086419753086,-42.53086419753086,8.0,0.9907229654640259,FAIL
100,10,Moderate,Rain,0.15,Dry,FAIL,74.41700960219478,-64.41700960219478,7.2,0.9907180263185443,FAIL
120,10,Moderate,Rain,0.15,Dry,FAIL,102.16049382716052,-92.16049382716052,7.2,0.9907180263185443,FAIL
80,10,Good,Fog,0.15,Wet,FAIL,57.16305694391046,-47.16305694391046,5.779999999999999,0.9907170838231559,FAIL
80,10,Good,Rain,0.0,Wet,FAIL,51.4564673606068,-41.4564673606068,6.12,0.9907087792093481,FAIL
100,15,Good,Rain,0.25,Wet,FAIL,83.87295247317034,-68.87295247317034,6.12,0.990691166872266,FAIL
120,5,Poor,Rain,0.25,Wet,FAIL,122.44371822803195,-117.44371822803195,6.12,0.9906892424719397,FAIL
80,5,Poor,Rain,0.25,Wet,FAIL,61.4564673606068,-56.4564673606068,6.12,0.9906892424719397,FAIL
100,10,Poor,Rain,0.25,Wet,FAIL,89.4285080287259,-79.4285080287259,6.12,0.9906892424719397,FAIL
120,10,Poor,Rain,0.25,Wet,FAIL,122.44371822803195,-112.44371822803195,6.12,0.9906892424719397,FAIL
100,5,Poor,Rain,0.25,Wet,FAIL,89.4285080287259,-84.4285080287259,6.12,0.9906892424719397,FAIL
80,10,Poor,Rain,0.25,Wet,FAIL,61.4564673606068,-51.4564673606068,6.12,0.9906892424719397,FAIL
60,15,Moderate,Clear,0.15,Slippery,FAIL,37.3015873015873,-22.301587301587304,5.6,0.9906881315863767,FAIL
120,15,Moderate,Clear,0.15,Wet,FAIL,106.69934640522878,-91.69934640522878,6.8,0.9906789871097554,FAIL
100,15,Moderate,Clear,0.15,Wet,FAIL,77.56899055918664,-62.568990559186645,6.8,0.9906789871097554,FAIL
60,15,Moderate,Fog,0.05,Slippery,FAIL,40.01167133520075,-25.011671335200752,4.76,0.9906782832573169,FAIL
80,5,Moderate,Clear,0.05,Wet,FAIL,50.75526506899055,-45.75526506899055,6.8,0.990664946368294,FAIL
80,10,Moderate,Clear,0.05,Wet,FAIL,50.75526506899055,-40.75526506899055,6.8,0.9906525551556233,FAIL
80,15,Good,Rain,0.25,Wet,FAIL,57.01202291616234,-42.01202291616234,6.12,0.9906440928490546,FAIL
60,15,Moderate,Rain,0.15,Slippery,FAIL,40.0573192239859,-25.0573192239859,5.04,0.9906440483037786,FAIL
120,10,Poor,Rain,0.15,Wet,FAIL,119.11038489469864,-109.11038489469864,6.12,0.9906377322290789,FAIL
100,5,Poor,Rain,0.15,Wet,FAIL,86.65073025094813,-81.65073025094813,6.12,0.9906377322290789,FAIL
100,10,Poor,Rain,0.15,Wet,FAIL,86.65073025094813,-76.65073025094813,6.12,0.9906377322290789,FAIL
60,10,Good,Clear,0.15,Slippery,FAIL,35.63492063492064,-25.63492063492064,5.6,0.9906336755968944,FAIL
60,5,Good,Clear,0.15,Slippery,FAIL,35.63492063492064,-30.63492063492064,5.6,0.9906336755968944,FAIL
100,15,Poor,Rain,0.25,Wet,FAIL,89.4285080287259,-74.4285080287259,6.12,0.9906229678031722,FAIL
120,15,Poor,Rain,0.25,Wet,FAIL,122.44371822803195,-107.44371822803195,6.12,0.9906229678031722,FAIL
80,15,Poor,Rain,0.25,Wet,FAIL,61.4564673606068,-46.4564673606068,6.12,0.9906229678031722,FAIL
120,5,Good,Clear,0.1,Wet,FAIL,101.69934640522878,-96.69934640522878,6.8,0.9906219965727843,FAIL
100,10,Good,Clear,0.1,Wet,FAIL,73.40232389251997,-63.40232389251997,6.8,0.9906219965727843,FAIL
100,5,Good,Clear,0.1,Wet,FAIL,73.40232389251997,-68.40232389251997,6.8,0.9906219965727843,FAIL
120,10,Good,Clear,0.1,Wet,FAIL,101.69934640522878,-91.69934640522878,6.8,0.9906219965727843,FAIL
80,5,Moderate,Rain,0.1,Wet,FAIL,55.90091180505124,-50.90091180505124,6.12,0.9906217740823161,FAIL
